participant_ID,task,effect,phase,group,rater_identifier,clarity_coherence,causal_reasoning,theoretical_depth,creativity,persuasiveness,overall_quality,topic_expert
phd_contributor_9pm5a,race,main,pre,0,gpt-5.5,6.0,4.0,3.0,3.0,4.0,4.0,0
phd_contributor_ama1n,race,main,pre,0,gpt-5.5,4.0,4.0,3.0,2.0,3.0,3.2,0
phd_contributor_ayd29,race,main,pre,0,gpt-5.5,9.0,7.0,7.0,5.0,8.0,7.2,0
phd_contributor_blzc1,race,main,pre,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_c5rzh,race,main,pre,0,gpt-5.5,8.0,8.0,7.0,5.0,8.0,7.2,0
phd_contributor_c5sgk,race,main,pre,0,gpt-5.5,8.0,9.0,8.0,8.0,8.0,8.2,0
phd_contributor_c9vs4,race,main,pre,0,gpt-5.5,6.0,4.0,3.0,3.0,4.0,4.0,0
phd_contributor_dpw1t,race,main,pre,0,gpt-5.5,9.0,7.0,7.0,5.0,8.0,7.2,0
phd_contributor_drr4r,race,main,pre,0,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,0
phd_contributor_dwdg8,race,main,pre,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,0
phd_contributor_fojz7,race,main,pre,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_giyw7,race,main,pre,0,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,1
phd_contributor_iuy3c,race,main,pre,0,gpt-5.5,7.0,8.0,8.0,8.0,7.0,7.6,0
phd_contributor_iv4qg,race,main,pre,0,gpt-5.5,7.0,6.0,5.0,3.0,6.0,5.4,0
phd_contributor_kmwj4,race,main,pre,0,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,0
phd_contributor_kyj4r,race,main,pre,0,gpt-5.5,7.0,8.0,7.0,6.0,7.0,7.0,0
phd_contributor_le01h,race,main,pre,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,0
phd_contributor_ly6qj,race,main,pre,0,gpt-5.5,6.0,6.0,6.0,5.0,5.0,5.6,1
phd_contributor_mcaaw,race,main,pre,0,gpt-5.5,6.0,6.0,6.0,7.0,5.0,6.0,1
phd_contributor_mdmrd,race,main,pre,0,gpt-5.5,5.0,4.0,3.0,3.0,4.0,3.8,0
phd_contributor_mfkek,race,main,pre,0,gpt-5.5,9.0,8.0,7.0,6.0,8.0,7.6,0
phd_contributor_mrqrj,race,main,pre,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_ogfiu,race,main,pre,0,gpt-5.5,6.0,6.0,5.0,6.0,6.0,5.8,0
phd_contributor_rvget,race,main,pre,0,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,0
phd_contributor_u3rga,race,main,pre,0,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,0
phd_contributor_ul2n5,race,main,pre,0,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,0
phd_contributor_upzfq,race,main,pre,0,gpt-5.5,4.0,3.0,2.0,2.0,3.0,2.8,0
phd_contributor_wbgok,race,main,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_wqux6,race,main,pre,0,gpt-5.5,8.0,6.0,5.0,3.0,6.0,5.6,0
phd_contributor_yedjp,race,main,pre,0,gpt-5.5,6.0,6.0,5.0,4.0,5.0,5.2,0
phd_contributor_yg9p5,race,main,pre,0,gpt-5.5,7.0,7.0,6.0,5.0,6.0,6.2,0
phd_contributor_z2j87,race,main,pre,0,gpt-5.5,9.0,8.0,7.0,5.0,8.0,7.4,0
phd_contributor_z7ttj,race,main,pre,0,gpt-5.5,8.0,8.0,8.0,7.0,8.0,7.8,0
phd_contributor_z9ezk,race,main,pre,0,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,0
phd_contributor_zbjey,race,main,pre,0,gpt-5.5,4.0,2.0,2.0,2.0,2.0,2.4,0
phd_contributor_zcof0,race,main,pre,0,gpt-5.5,8.0,6.0,4.0,3.0,5.0,5.2,0
phd_contributor_zi2lh,race,main,pre,0,gpt-5.5,6.0,5.0,6.0,6.0,4.0,5.4,0
senior_contributor_5cvcm,race,main,pre,1,gpt-5.5,6.0,7.0,6.0,6.0,6.0,6.2,1
senior_contributor_8pxf3,race,main,pre,1,gpt-5.5,8.0,8.0,7.0,7.0,8.0,7.6,1
senior_contributor_ecdev,race,main,pre,1,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,1
senior_contributor_h1ror,race,main,pre,1,gpt-5.5,8.0,7.0,7.0,6.0,7.0,7.0,1
senior_contributor_jakh3,race,main,pre,1,gpt-5.5,5.0,5.0,4.0,5.0,5.0,4.8,1
senior_contributor_mkvct,race,main,pre,1,gpt-5.5,6.0,6.0,5.0,4.0,6.0,5.4,1
senior_contributor_mxspa,race,main,pre,1,gpt-5.5,9.0,9.0,8.0,7.0,9.0,8.4,1
senior_contributor_ogh5x,race,main,pre,1,gpt-5.5,9.0,8.0,7.0,6.0,8.0,7.6,0
senior_contributor_tjek9,race,main,pre,1,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,1
senior_contributor_uhvrz,race,main,pre,1,gpt-5.5,5.0,4.0,3.0,4.0,4.0,4.0,1
senior_contributor_unrjy,race,main,pre,1,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,1
senior_contributor_wylyg,race,main,pre,1,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,1
senior_contributor_zi680,race,main,pre,1,gpt-5.5,6.0,5.0,5.0,4.0,5.0,5.0,0
